ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
GPT-3342,the restaurant s standout feature is it interactive and experiential dining experience,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3343,this juice bar s most notable feature is it wide variety of fresh and healthy drink,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
GPT-3344,the bar s best feature is it selection of craft beer and local brew,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
GPT-3345,this restaurant s main feature is it elegant and upscale decor,RESTAURANT,"['DECORATION', 'FEATURES']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-FEATURES']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-FEATURES-POSITIVE"
GPT-3346,the shop s best feature is it eco friendly and sustainable product,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3347,the hotel s standout feature is it pet friendly policy and amenity,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3347,the hotel s standout feature is it pet friendly policy and amenity,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3348,the bar s most popular feature is it happy hour and drink special,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3349,the store s standout feature is it interactive and engaging product display,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3349,the store s standout feature is it interactive and engaging product display,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-335,the chic ambience at the cocktail lounge made for the perfect after work hangout spot,"AMBIENCE, RESTAURANT","['ATMOSPHERE', 'OPTIONS']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-OPTIONS']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-OPTIONS-POSITIVE"
GPT-3350,the hotel s top feature is it complimentary breakfast and brunch,RESTAURANT,"['FEATURES', 'OPTIONS']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-FEATURES', 'RESTAURANT-OPTIONS']","RESTAURANT-FEATURES-POSITIVE, RESTAURANT-OPTIONS-POSITIVE"
GPT-3351,the bar s standout feature is it extensive wine list and sommelier service,"DRINK, SERVICE","['MENU', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'SERVICE-BEHAVIOUR']","FOOD-MENU-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
GPT-3352,the store s most popular feature is it seasonal and limited edition collection,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3352,the store s most popular feature is it seasonal and limited edition collection,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3353,the hotel s standout feature is it luxurious and high end amenity,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3353,the hotel s standout feature is it luxurious and high end amenity,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3354,the juice bar s most notable feature is it organic and cold pressed juice,DRINK,['QUALITY'],['FOOD'],['POSITIVE'],['FOOD-QUALITY'],FOOD-QUALITY-POSITIVE
GPT-3355,the store s best feature is it online shopping and worldwide shipping option,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3355,the store s best feature is it online shopping and worldwide shipping option,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3356,the hotel ha an impressive rooftop pool with stunning view of the city skyline,RESTAURANT,"['FEATURES', 'VIEW']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-FEATURES', 'RESTAURANT-VIEW']","RESTAURANT-FEATURES-POSITIVE, RESTAURANT-VIEW-POSITIVE"
GPT-3357,the restaurant s outdoor seating area is perfect for a romantic dinner under the star,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
GPT-3358,the coffee shop ha free wi fi making it a great spot to work remotely,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3359,the restaurant ha a beautiful waterfall a part of it decor,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-336,the lively and upbeat atmosphere at the sport bar made for a great game watching experience,RESTAURANT,"['ATMOSPHERE', 'OPTIONS']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-OPTIONS']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-OPTIONS-POSITIVE"
GPT-3360,the restaurant ha a private dining room available for special event,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3361,the restaurant ha a live music performance every friday night,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3362,the hotel ha a concierge service providing recommendation and reservation for guest,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
GPT-3363,the restaurant ha a child s menu making it family friendly,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
GPT-3364,the restaurant ha a sommelier on staff to help guest choose the perfect wine pairing,"SERVICE, STAFF",['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-3365,the hotel ha a pet friendly policy allowing furry friend to join in on the fun,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3366,the shop offer free gift wrapping making it easy to purchase present for loved one,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3366,the shop offer free gift wrapping making it easy to purchase present for loved one,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3367,the hotel ha a rooftop bar with panoramic view of the city,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
GPT-3368,the restaurant ha a tasting menu featuring the chef s signature dish,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
GPT-3369,the hotel ha a bike rental service allowing guest to explore the city on two wheel,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3369,the hotel ha a bike rental service allowing guest to explore the city on two wheel,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-337,the refreshing lemonade at the deli was the perfect thirst quencher on a hot day,DRINK,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-3370,the restaurant ha a dessert menu that will satisfy any sweet tooth,FOOD,"['MENU', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'FOOD-TASTE']","FOOD-MENU-POSITIVE, FOOD-TASTE-POSITIVE"
GPT-3371,the hotel ha a conference room available for business meeting and event,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
GPT-3371,the hotel ha a conference room available for business meeting and event,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
GPT-3372,the bar ha a variety of seating option including couch and bar stool,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
GPT-3373,the hotel ha an on site laundry service ensuring guest always have clean clothes,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3373,the hotel ha an on site laundry service ensuring guest always have clean clothes,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3374,the restaurant ha a patio with a fire pit making it a great spot for an evening cocktail,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3375,the restaurant ha an open kitchen allowing guest to see their meal being prepared,RESTAURANT,['KITCHEN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-KITCHEN'],RESTAURANT-KITCHEN-POSITIVE
GPT-3376,the bar ha a live sport viewing area with multiple screen,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3377,the hotel ha a butler service providing personalized attention to guest,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3377,the hotel ha a butler service providing personalized attention to guest,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3378,the restaurant ha a great outdoor seating area for people watching,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
GPT-3379,this caf ha free wi fi and charging station for your device,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-338,the juicy burger and crispy fry at the diner were a classic and satisfying meal,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-3380,the hotel offer a free shuttle service to the airport,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3380,the hotel offer a free shuttle service to the airport,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-3381,the bar ha a stage for live music performance,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3382,the restaurant ha a private dining room for special occasion,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-3384,this bar ha a large selection of craft beer on tap,DRINK,['MENU'],['FOOD'],"['POSITIVE""']",['FOOD-MENU'],"FOOD-MENU-POSITIVE"""
GPT-339,the delicious and satisfying burrito at the mexican restaurant were the perfect lunchtime treat,FOOD,"['PORTION', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-TASTE']","FOOD-PORTION-POSITIVE, FOOD-TASTE-POSITIVE"
GPT-340,the attentive and friendly service at the sushi restaurant made for a memorable dining experience,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-341,the sweet and creamy milkshake at the ice cream parlor were a treat for my taste bud,DRINK,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
GPT-342,the outstanding service provided by our server john really made our experience at the green garden unforgettable,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-343,the dim lighting in the dining room of the italian bistro was the perfect ambience for a romantic dinner,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-344,the live music at the jazz club was the perfect backdrop for a night out with friend,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
GPT-345,the spicy chicken wing at the wing shack were the highlight of our game day,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-346,the smoothie bowl i had for breakfast at the healthy choice was packed with nutrient and tasted amazing,FOOD,"['DIET_OPTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-QUALITY']","FOOD-DIET_OPTION-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-347,the stunning view from the sky lounge was the perfect setting for a romantic date night,RESTAURANT,"['OPTIONS', 'VIEW']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-OPTIONS', 'RESTAURANT-VIEW']","RESTAURANT-OPTIONS-POSITIVE, RESTAURANT-VIEW-POSITIVE"
GPT-348,the attentive staff at the classy restaurant made sure we had everything we needed throughout our meal,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-349,the refreshing mojitos at the caribbean cafe were the perfect drink to cool u down on a hot day,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-350,the delicious chicken and waffle i had at the soul food kitchen were the perfect comfort food,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-351,the friendly and efficient staff at the quick bite made grabbing a bite to eat a breeze,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-352,the fruity and sweet smoothy at the juice bar were the perfect pick me up on a busy morning,DRINK,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
GPT-353,the service at the new downtown restaurant was top notch and the staff specifically our server bob went above and beyond to make sure we were comfortable and satisfied,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-354,the caesar salad i ordered at the italian restaurant was delicious with the perfect combination of flavor and texture and the portion size was generous,FOOD,"['PORTION', 'TASTE', 'FLAVOR']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-TASTE', 'FOOD-FLAVOR']","FOOD-PORTION-POSITIVE, FOOD-TASTE-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-355,the steak i had at the steakhouse was cooked to perfection and was incredibly tender and the accompanying mashed potato were creamy and flavorful,FOOD,"['KITCHEN', 'TASTE', 'FLAVOR']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-TASTE', 'FOOD-FLAVOR']","FOOD-KITCHEN-POSITIVE, FOOD-TASTE-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-356,the bar had a great selection of beer and the bartender sarah was quick to recommend the best option based on my taste preference,"DRINK, SERVICE, STAFF","['MENU', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'SERVICE-BEHAVIOUR']","FOOD-MENU-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
GPT-357,the service at the thai restaurant was excellent with the waiter being attentive and always there when we needed something and the food was authentic and delicious,"FOOD, SERVICE","['TASTE', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'SERVICE-BEHAVIOUR']","FOOD-TASTE-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
GPT-358,the ambience at the french bistro was cozy and charming with dim lighting and soft music creating a relaxing atmosphere,"AMBIENCE, RESTAURANT","['ATMOSPHERE', 'FEATURES']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-FEATURES']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-FEATURES-POSITIVE"
GPT-359,the sushi roll i had at the japanese restaurant were fresh and expertly crafted with a range of flavor and texture and the decor was modern and stylish,FOOD,"['DIET_OPTION', 'PRESENTATION', 'FLAVOR']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-PRESENTATION', 'FOOD-FLAVOR']","FOOD-DIET_OPTION-POSITIVE, FOOD-PRESENTATION-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-360,the ambience of the pakistani eatery was inviting with traditional decor and soft lighting,RESTAURANT,"['ATMOSPHERE', 'FEATURES']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-FEATURES']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-FEATURES-POSITIVE"
GPT-361,i ordered the popular dish of karahi gosht and it was delicious with tender meat and a perfect blend of spice,FOOD,"['CUISINE', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-TASTE']","FOOD-CUISINE-POSITIVE, FOOD-TASTE-POSITIVE"
GPT-362,i also tried the mango lassi and it was the perfect drink to accompany my meal,DRINK,"['CUISINE', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-QUALITY']","FOOD-CUISINE-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-363,the staff was very knowledgeable about the menu and recommended the best dish such a biryani and kofta,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-364,the restaurant offer a wide selection of traditional drink including rooh afza and falooda,"FOOD, RESTAURANT","['CUISINE', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-MENU']","FOOD-CUISINE-POSITIVE, FOOD-MENU-POSITIVE"
GPT-365,the fast paced service and delectable food made my dining experience unforgettable,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
GPT-366,i was impressed with the presentation of the food and the attention to detail in the preparation such a the chana masala,FOOD,"['KITCHEN', 'PRESENTATION']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-PRESENTATION']","FOOD-KITCHEN-POSITIVE, FOOD-PRESENTATION-POSITIVE"
GPT-367,the elegant ambience of the restaurant complete with intricate marble flooring and brass fixture made my dining experience truly special,"AMBIENCE, RESTAURANT","['ATMOSPHERE', 'EXPERIENCE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-EXPERIENCE']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-EXPERIENCE-POSITIVE"
GPT-368,the biryani i had was simply amazing i must say the staff at lahore kebab house really know how to make authentic pakistani food,"FOOD, SERVICE, STAFF","['CUISINE', 'KITCHEN', 'QUALITY', 'GENERAL']","['FOOD', 'FOOD', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-KITCHEN', 'FOOD-QUALITY', 'SERVICE-GENERAL']","FOOD-CUISINE-POSITIVE, FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE, SERVICE-GENERAL-POSITIVE"
GPT-369,i was welcomed warmly by the server asif and he took great care of me throughout my meal,"SERVICE, STAFF",['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-370,the kebab platter i had was a treat for my taste bud and i highly recommend it to anyone who love spicy food,FOOD,"['CUISINE', 'TASTE', 'RECOMMENDATION']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-TASTE', 'FOOD-RECOMMENDATION']","FOOD-CUISINE-POSITIVE, FOOD-TASTE-POSITIVE, FOOD-RECOMMENDATION-POSITIVE"
GPT-371,the service was quick and efficient our waiter alex made sure to check on u frequently and was very friendly,"SERVICE, STAFF",['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-372,the pakoras were crispy and had the perfect amount of spice definitely worth trying,FOOD,"['TASTE', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'FOOD-FLAVOR']","FOOD-TASTE-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-373,the haleem was one of the best i have had the mutton was tender and the lentil were well cooked,FOOD,"['CUISINE', 'QUALITY', 'EXPERIENCE']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-QUALITY', 'FOOD-EXPERIENCE']","FOOD-CUISINE-POSITIVE, FOOD-QUALITY-POSITIVE, FOOD-EXPERIENCE-POSITIVE"
GPT-374,the kulfi falooda was a great dessert choice the kulfi was creamy and the falooda was chewy,DRINK,"['QUALITY', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-TASTE']","FOOD-QUALITY-POSITIVE, FOOD-TASTE-POSITIVE"
GPT-375,the keema naan was delicious the minced meat was well seasoned and the naan was soft,DRINK,"['CUISINE', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-TASTE']","FOOD-CUISINE-POSITIVE, FOOD-TASTE-POSITIVE"
